,Sentences,Corresponding_words,Unnamed: 0
241,The primary screen is the responsibility of the staff to be given to all patients.,"['The', 'primary', 'screen', 'is', 'the', 'responsibility', 'of', 'the', 'staff', 'to', 'be', 'given', 'to', 'all', 'patients', '.']",241.0
18164,'Not part of your biography.,"[""'"", 'Not', 'part', 'of', 'your', 'biography', '.']",18164.0
15754,"Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).","['Palestrina', ',', 'by', 'Hans', 'Pfitzner', ',', 'performed', 'by', 'the', 'Royal', 'Opera', '(', 'Metropolitan', 'Opera', 'House', ',', 'New', 'York', ')', '.']",15754.0
12878,"If not the most beautiful, the chateau is certainly the most formidable in the Loire Valley, a real defensive fortress, its black ramparts still forbidding despite having had their towers decapitated on the orders of Henri III.","['If', 'not', 'the', 'most', 'beautiful', ',', 'the', 'chateau', 'is', 'certainly', 'the', 'most', 'formidable', 'in', 'the', 'Loire', 'Valley', ',', 'a', 'real', 'defensive', 'fortress', ',', 'its', 'black', 'ramparts', 'still', 'forbidding', 'despite', 'having', 'had', 'their', 'towers', 'decapitated', 'on', 'the', 'orders', 'of', 'Henri', 'III', '.']",12878.0
9874,well they're so close to an undefeated undefeated season they can taste it and they wanna make history so i don't think they're gonna lack for motivation,"['well', 'they', ""'re"", 'so', 'close', 'to', 'an', 'undefeated', 'undefeated', 'season', 'they', 'can', 'taste', 'it', 'and', 'they', 'wanna', 'make', 'history', 'so', 'i', 'do', ""n't"", 'think', 'they', ""'re"", 'gon', 'na', 'lack', 'for', 'motivation']",9874.0
6478,"Here you'll see the delightful but slowly disappearing indigenous FWI costume madras turban, madras skirt over petticoat, silk peplum, white blouse, and gold earrings, bracelets, and collier-choux necklace.","['Here', 'you', ""'ll"", 'see', 'the', 'delightful', 'but', 'slowly', 'disappearing', 'indigenous', 'FWI', 'costume', 'madras', 'turban', ',', 'madras', 'skirt', 'over', 'petticoat', ',', 'silk', 'peplum', ',', 'white', 'blouse', ',', 'and', 'gold', 'earrings', ',', 'bracelets', ',', 'and', 'collier', '-', 'choux', 'necklace', '.']",6478.0
350,"As discussed in section 1, personal saving is the amount of aggregate disposable personal income left over after personal spending on goods and services.","['As', 'discussed', 'in', 'section', '1', ',', 'personal', 'saving', 'is', 'the', 'amount', 'of', 'aggregate', 'disposable', 'personal', 'income', 'left', 'over', 'after', 'personal', 'spending', 'on', 'goods', 'and', 'services', '.']",350.0
1452,"3 Accordingly, auditors performing financial audits need to be proficient in applying the AICPA standards and guidance contained in the SASs.","['3', 'Accordingly', ',', 'auditors', 'performing', 'financial', 'audits', 'need', 'to', 'be', 'proficient', 'in', 'applying', 'the', 'AICPA', 'standards', 'and', 'guidance', 'contained', 'in', 'the', 'SASs', '.']",1452.0
14040,"After their savage battles, the warriors recuperated through meditation in the peace of a Zen monastery rock garden.","['After', 'their', 'savage', 'battles', ',', 'the', 'warriors', 'recuperated', 'through', 'meditation', 'in', 'the', 'peace', 'of', 'a', 'Zen', 'monastery', 'rock', 'garden', '.']",14040.0
470,Scotland became little more than an English county.,"['Scotland', 'became', 'little', 'more', 'than', 'an', 'English', 'county', '.']",470.0
2585,The rule is subject to change.,"['The', 'rule', 'is', 'subject', 'to', 'change', '.']",2585.0
9136,But the world is not run for the edification of tourists.,"['But', 'the', 'world', 'is', 'not', 'run', 'for', 'the', 'edification', 'of', 'tourists', '.']",9136.0
7274,"But although the 60 Minutes producer is played by the star (Pacino grandstands, but not to the point of distraction), Bergman's story doesn't have the same primal force.","['But', 'although', 'the', '60', 'Minutes', 'producer', 'is', 'played', 'by', 'the', 'star', '(', 'Pacino', 'grandstands', ',', 'but', 'not', 'to', 'the', 'point', 'of', 'distraction', ')', ',', 'Bergman', ""'s"", 'story', 'does', ""n't"", 'have', 'the', 'same', 'primal', 'force', '.']",7274.0
10070,yeah well i can't i'll you know i say i can't wait for my kids to grow up but i believe i'm going to miss this age when they're gone,"['yeah', 'well', 'i', 'ca', ""n't"", 'i', ""'ll"", 'you', 'know', 'i', 'say', 'i', 'ca', ""n't"", 'wait', 'for', 'my', 'kids', 'to', 'grow', 'up', 'but', 'i', 'believe', 'i', ""'m"", 'going', 'to', 'miss', 'this', 'age', 'when', 'they', ""'re"", 'gone']",10070.0
4956,"Today the strait is busy with commercial shipping, ferries, and fishing boats, and its wooded shores are lined with pretty fishing villages, old Ottoman mansions, and the villas of Istanbul's wealthier citizens.","['Today', 'the', 'strait', 'is', 'busy', 'with', 'commercial', 'shipping', ',', 'ferries', ',', 'and', 'fishing', 'boats', ',', 'and', 'its', 'wooded', 'shores', 'are', 'lined', 'with', 'pretty', 'fishing', 'villages', ',', 'old', 'Ottoman', 'mansions', ',', 'and', 'the', 'villas', 'of', 'Istanbul', ""'s"", 'wealthier', 'citizens', '.']",4956.0
12020,The logic of analysis in case studies is the same,"['The', 'logic', 'of', 'analysis', 'in', 'case', 'studies', 'is', 'the', 'same']",12020.0
18374,It's all right.,"['It', ""'s"", 'all', 'right', '.']",18374.0
12630,i always wait for the movie i don't have time to read the book,"['i', 'always', 'wait', 'for', 'the', 'movie', 'i', 'do', ""n't"", 'have', 'time', 'to', 'read', 'the', 'book']",12630.0
2823,Che was another dictator who rose to power by military uprising.,"['Che', 'was', 'another', 'dictator', 'who', 'rose', 'to', 'power', 'by', 'military', 'uprising', '.']",2823.0
4263,The wagon man escaped from their attack.,"['The', 'wagon', 'man', 'escaped', 'from', 'their', 'attack', '.']",4263.0
7718,"The Honorable Bill Archer, Chairman The Honorable Charles B. Rangel Ranking Minority Member Committee on Ways and Means House of Representatives","['The', 'Honorable', 'Bill', 'Archer', ',', 'Chairman', 'The', 'Honorable', 'Charles', 'B.', 'Rangel', 'Ranking', 'Minority', 'Member', 'Committee', 'on', 'Ways', 'and', 'Means', 'House', 'of', 'Representatives']",7718.0
11120,Paper goods.,"['Paper', 'goods', '.']",11120.0
10253,The only thing that can our society is more power to the presidential electors.,"['The', 'only', 'thing', 'that', 'can', 'our', 'society', 'is', 'more', 'power', 'to', 'the', 'presidential', 'electors', '.']",10253.0
10678,"Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.","['Not', 'surprisingly', ',', 'then', ',', 'Fannie', 'Mae', ""'s"", 'public', '-', 'relations', 'operation', 'is', 'unparalleled', 'in', 'Washington', '.']",10678.0
13390,"It doesn't seem expensive--they use it in Bangladesh, after all.","['It', 'does', ""n't"", 'seem', 'expensive', '--', 'they', 'use', 'it', 'in', 'Bangladesh', ',', 'after', 'all', '.']",13390.0
17705,That gives assurance that you've got a prescription.,"['That', 'gives', 'assurance', 'that', 'you', ""'ve"", 'got', 'a', 'prescription', '.']",17705.0
9511,Every single auction is a rip-off.,"['Every', 'single', 'auction', 'is', 'a', 'rip', '-', 'off', '.']",9511.0
17199,The one measure makes it appear that it is static.,"['The', 'one', 'measure', 'makes', 'it', 'appear', 'that', 'it', 'is', 'static', '.']",17199.0
14146,"Strategic parents might spend a large portion of their tax cuts, causing interest rates to rise.","['Strategic', 'parents', 'might', 'spend', 'a', 'large', 'portion', 'of', 'their', 'tax', 'cuts', ',', 'causing', 'interest', 'rates', 'to', 'rise', '.']",14146.0
14035,I felt nervous that they were going to poison me.,"['I', 'felt', 'nervous', 'that', 'they', 'were', 'going', 'to', 'poison', 'me', '.']",14035.0
19032,Paper goods.,"['Paper', 'goods', '.']",19032.0
19161,There is no need for the government to create incentives just to recruit new people.,"['There', 'is', 'no', 'need', 'for', 'the', 'government', 'to', 'create', 'incentives', 'just', 'to', 'recruit', 'new', 'people', '.']",19161.0
1005,This does not lead to a final press-friendly quality of McCain' brilliant flattery.,"['This', 'does', 'not', 'lead', 'to', 'a', 'final', 'press', '-', 'friendly', 'quality', 'of', 'McCain', ""'"", 'brilliant', 'flattery', '.']",1005.0
19998,"Cirque du Soleil's The latest from the acclaimed international troupe, O dazzles in an aquatic environment that utilizes 1.5 million gallons (6.8 million liters) of water.","['Cirque', 'du', 'Soleil', ""'s"", 'The', 'latest', 'from', 'the', 'acclaimed', 'international', 'troupe', ',', 'O', 'dazzles', 'in', 'an', 'aquatic', 'environment', 'that', 'utilizes', '1.5', 'million', 'gallons', '(', '6.8', 'million', 'liters', ')', 'of', 'water', '.']",19998.0
6064,"However unsatisfactory and over-argued the revisionist case, it did make one serious  that the United States had clear national and economic interests and found the Cold War an unusually congenial way to pursue them.","['However', 'unsatisfactory', 'and', 'over', '-', 'argued', 'the', 'revisionist', 'case', ',', 'it', 'did', 'make', 'one', 'serious', ' ', 'that', 'the', 'United', 'States', 'had', 'clear', 'national', 'and', 'economic', 'interests', 'and', 'found', 'the', 'Cold', 'War', 'an', 'unusually', 'congenial', 'way', 'to', 'pursue', 'them', '.']",6064.0
11696,"Venice and its Repubblica Serena rebounded to turn to the mainland, extending its Veneto territory from Padua across the Po valley as far as Bergamo.","['Venice', 'and', 'its', 'Repubblica', 'Serena', 'rebounded', 'to', 'turn', 'to', 'the', 'mainland', ',', 'extending', 'its', 'Veneto', 'territory', 'from', 'Padua', 'across', 'the', 'Po', 'valley', 'as', 'far', 'as', 'Bergamo', '.']",11696.0
19383,Chatterbox was surprised by all of the phrases and words that were submitted.,"['Chatterbox', 'was', 'surprised', 'by', 'all', 'of', 'the', 'phrases', 'and', 'words', 'that', 'were', 'submitted', '.']",19383.0
2448,the only problem is it's not large enough it only holds about i think they squeezed when Ryan struck out his five thousandth player they they squeezed about forty thousand people in there,"['the', 'only', 'problem', 'is', 'it', ""'s"", 'not', 'large', 'enough', 'it', 'only', 'holds', 'about', 'i', 'think', 'they', 'squeezed', 'when', 'Ryan', 'struck', 'out', 'his', 'five', 'thousandth', 'player', 'they', 'they', 'squeezed', 'about', 'forty', 'thousand', 'people', 'in', 'there']",2448.0
19498,They even smiled at Susan and she smiled back.,"['They', 'even', 'smiled', 'at', 'Susan', 'and', 'she', 'smiled', 'back', '.']",19498.0
3425,Things stay open all night because it's a place to party.,"['Things', 'stay', 'open', 'all', 'night', 'because', 'it', ""'s"", 'a', 'place', 'to', 'party', '.']",3425.0
18604,"From there, take the road that heads back to the coast and Es Pujols, Formentera's premier resort village.","['From', 'there', ',', 'take', 'the', 'road', 'that', 'heads', 'back', 'to', 'the', 'coast', 'and', 'Es', 'Pujols', ',', 'Formentera', ""'s"", 'premier', 'resort', 'village', '.']",18604.0
164,The entire city was surrounded by open countryside with a scattering of small villages.,"['The', 'entire', 'city', 'was', 'surrounded', 'by', 'open', 'countryside', 'with', 'a', 'scattering', 'of', 'small', 'villages', '.']",164.0
5740,"In fact, it's wise to drive as little as possible inside Paris; the p??riph??rique ringroad runs around the city and it's worth staying on it until you're as close as possible to your destination.","['In', 'fact', ',', 'it', ""'s"", 'wise', 'to', 'drive', 'as', 'little', 'as', 'possible', 'inside', 'Paris', ';', 'the', 'p??riph??rique', 'ringroad', 'runs', 'around', 'the', 'city', 'and', 'it', ""'s"", 'worth', 'staying', 'on', 'it', 'until', 'you', ""'re"", 'as', 'close', 'as', 'possible', 'to', 'your', 'destination', '.']",5740.0
6348,because i i mean i don't know it's just something i think something we need,"['because', 'i', 'i', 'mean', 'i', 'do', ""n't"", 'know', 'it', ""'s"", 'just', 'something', 'i', 'think', 'something', 'we', 'need']",6348.0
4168,"I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that can be heard now, but the increase surely is vast.","['I', 'am', 'not', 'aware', 'of', 'any', 'studies', 'comparing', 'the', 'number', 'of', 'words', 'an', 'average', 'person', 'could', 'expect', 'to', 'hear', 'spoken', 'in', 'a', 'typical', 'day', '500', 'years', 'ago', 'vs.', 'the', 'number', 'that', 'can', 'be', 'heard', 'now', ',', 'but', 'the', 'increase', 'surely', 'is', 'vast', '.']",4168.0
14214,oh constantly,"['oh', 'constantly']",14214.0
15244,"For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.","['For', 'an', 'authentic', 'feel', 'of', 'old', 'Portugal', ',', 'slip', 'into', 'the', 'cool', 'entrance', 'hall', 'of', 'theimpressive', 'Leal', 'Senado', '(', 'Loyal', 'Senate', 'building', ')', ',', 'a', 'fine', 'example', 'of', 'colonial', 'architecture', '.']",15244.0
10005,This engineering task won't be very difficult to complete.,"['This', 'engineering', 'task', 'wo', ""n't"", 'be', 'very', 'difficult', 'to', 'complete', '.']",10005.0
2394,"In a new retrospective, the Vienna modernist (1890-1918) wins critics' grudging respect.","['In', 'a', 'new', 'retrospective', ',', 'the', 'Vienna', 'modernist', '(', '1890', '-', '1918', ')', 'wins', 'critics', ""'"", 'grudging', 'respect', '.']",2394.0
3978,What have we for lunch?,"['What', 'have', 'we', 'for', 'lunch', '?']",3978.0
12420,"In this rule, cost refers to historical cost and market refers to the current replacement cost by purchase or production.","['In', 'this', 'rule', ',', 'cost', 'refers', 'to', 'historical', 'cost', 'and', 'market', 'refers', 'to', 'the', 'current', 'replacement', 'cost', 'by', 'purchase', 'or', 'production', '.']",12420.0
18530,"After the death of Columbus in 1505, Jamaica became the property of his son Diego, who dispatched Don Juan de Esquivel to the island as Governor.","['After', 'the', 'death', 'of', 'Columbus', 'in', '1505', ',', 'Jamaica', 'became', 'the', 'property', 'of', 'his', 'son', 'Diego', ',', 'who', 'dispatched', 'Don', 'Juan', 'de', 'Esquivel', 'to', 'the', 'island', 'as', 'Governor', '.']",18530.0
11785,There are a lot of communication channels.,"['There', 'are', 'a', 'lot', 'of', 'communication', 'channels', '.']",11785.0
4506,"I'm sure he'll be back to work soon enough- it's only a leg wound, barely broken flesh.","['I', ""'m"", 'sure', 'he', ""'ll"", 'be', 'back', 'to', 'work', 'soon', 'enough-', 'it', ""'s"", 'only', 'a', 'leg', 'wound', ',', 'barely', 'broken', 'flesh', '.']",4506.0
1048,Simpson through the tunnels of time.,"['Simpson', 'through', 'the', 'tunnels', 'of', 'time', '.']",1048.0
9178,"In the USPS view of the world, institutional costs are a larger share of total costs and fewer costs can be expected to be shed, if and when, say, transaction mail leaves the system.","['In', 'the', 'USPS', 'view', 'of', 'the', 'world', ',', 'institutional', 'costs', 'are', 'a', 'larger', 'share', 'of', 'total', 'costs', 'and', 'fewer', 'costs', 'can', 'be', 'expected', 'to', 'be', 'shed', ',', 'if', 'and', 'when', ',', 'say', ',', 'transaction', 'mail', 'leaves', 'the', 'system', '.']",9178.0
8127,Nobody has any codified ideas as to why people might save.,"['Nobody', 'has', 'any', 'codified', 'ideas', 'as', 'to', 'why', 'people', 'might', 'save', '.']",8127.0
14036,He turned and saw Jon sleeping in his half-tent.,"['He', 'turned', 'and', 'saw', 'Jon', 'sleeping', 'in', 'his', 'half', '-', 'tent', '.']",14036.0
1526,because i don't want to my mother was also a domineering type of personality because she had to take over the things that my dad fell short in,"['because', 'i', 'do', ""n't"", 'want', 'to', 'my', 'mother', 'was', 'also', 'a', 'domineering', 'type', 'of', 'personality', 'because', 'she', 'had', 'to', 'take', 'over', 'the', 'things', 'that', 'my', 'dad', 'fell', 'short', 'in']",1526.0
4539,The woman was trying to be desecrate.,"['The', 'woman', 'was', 'trying', 'to', 'be', 'desecrate', '.']",4539.0
6128,Another thing those early French and Dutch settlers agreed upon was that their island should be free of levies on any imported goods.,"['Another', 'thing', 'those', 'early', 'French', 'and', 'Dutch', 'settlers', 'agreed', 'upon', 'was', 'that', 'their', 'island', 'should', 'be', 'free', 'of', 'levies', 'on', 'any', 'imported', 'goods', '.']",6128.0
13469,Information technology is one business function that is commonly contracted out.,"['Information', 'technology', 'is', 'one', 'business', 'function', 'that', 'is', 'commonly', 'contracted', 'out', '.']",13469.0
7064,"Rather, kids today are not only little bundles of joy but also are perhaps the ultimate symbols of worldly success and status.","['Rather', ',', 'kids', 'today', 'are', 'not', 'only', 'little', 'bundles', 'of', 'joy', 'but', 'also', 'are', 'perhaps', 'the', 'ultimate', 'symbols', 'of', 'worldly', 'success', 'and', 'status', '.']",7064.0
13466,"A button on the Chatterbox page will make this easy, so please do join in.","['A', 'button', 'on', 'the', 'Chatterbox', 'page', 'will', 'make', 'this', 'easy', ',', 'so', 'please', 'do', 'join', 'in', '.']",13466.0
7776,"In this situation, the value to the mailer of the improved service would be considered along with the cost of doing the work.","['In', 'this', 'situation', ',', 'the', 'value', 'to', 'the', 'mailer', 'of', 'the', 'improved', 'service', 'would', 'be', 'considered', 'along', 'with', 'the', 'cost', 'of', 'doing', 'the', 'work', '.']",7776.0
18862,"The castle itself comprises an early 17th-century tower house, restored with Irish oak from the park which is held together without a single nail.","['The', 'castle', 'itself', 'comprises', 'an', 'early', '17th', '-', 'century', 'tower', 'house', ',', 'restored', 'with', 'Irish', 'oak', 'from', 'the', 'park', 'which', 'is', 'held', 'together', 'without', 'a', 'single', 'nail', '.']",18862.0
13771,so it's related to people,"['so', 'it', ""'s"", 'related', 'to', 'people']",13771.0
16592,"Market Street is home to the Edinburgh CityArt Gallery, showcasing the work of up-and-coming artists.","['Market', 'Street', 'is', 'home', 'to', 'the', 'Edinburgh', 'CityArt', 'Gallery', ',', 'showcasing', 'the', 'work', 'of', 'up', '-', 'and', '-', 'coming', 'artists', '.']",16592.0
421,Senators Fred Thompson requested the study to benefit federal agencies.,"['Senators', 'Fred', 'Thompson', 'requested', 'the', 'study', 'to', 'benefit', 'federal', 'agencies', '.']",421.0
13829,A poll of Hong Kong residents finds them more sanguine about the city's future than before.,"['A', 'poll', 'of', 'Hong', 'Kong', 'residents', 'finds', 'them', 'more', 'sanguine', 'about', 'the', 'city', ""'s"", 'future', 'than', 'before', '.']",13829.0
6788,"If he were someone who was an assistant, with an ailing mother to support, well, it would be impossible.","['If', 'he', 'were', 'someone', 'who', 'was', 'an', 'assistant', ',', 'with', 'an', 'ailing', 'mother', 'to', 'support', ',', 'well', ',', 'it', 'would', 'be', 'impossible', '.']",6788.0
842,"To the northwest of the chateau, the Grand Trianon palace, surrounded by pleasantly unpompous gardens, was the home of Louis XIV's mistress, Madame de Maintenon, where the aging king increasingly took refuge.","['To', 'the', 'northwest', 'of', 'the', 'chateau', ',', 'the', 'Grand', 'Trianon', 'palace', ',', 'surrounded', 'by', 'pleasantly', 'unpompous', 'gardens', ',', 'was', 'the', 'home', 'of', 'Louis', 'XIV', ""'s"", 'mistress', ',', 'Madame', 'de', 'Maintenon', ',', 'where', 'the', 'aging', 'king', 'increasingly', 'took', 'refuge', '.']",842.0
13920,"Pro-Microsoft analysts spin this as a heroic sacrifice, removing the lightning rod whose seemingly disingenuous testimony has ostensibly driven the DOJ to the verge of demanding the company's breakup.","['Pro', '-', 'Microsoft', 'analysts', 'spin', 'this', 'as', 'a', 'heroic', 'sacrifice', ',', 'removing', 'the', 'lightning', 'rod', 'whose', 'seemingly', 'disingenuous', 'testimony', 'has', 'ostensibly', 'driven', 'the', 'DOJ', 'to', 'the', 'verge', 'of', 'demanding', 'the', 'company', ""'s"", 'breakup', '.']",13920.0
17719,Having Two sons in public puts strains on our family's privacy.,"['Having', 'Two', 'sons', 'in', 'public', 'puts', 'strains', 'on', 'our', 'family', ""'s"", 'privacy', '.']",17719.0
14521,He doesn't collect a big check in exchange for working himself into a fake froth.,"['He', 'does', ""n't"", 'collect', 'a', 'big', 'check', 'in', 'exchange', 'for', 'working', 'himself', 'into', 'a', 'fake', 'froth', '.']",14521.0
532,"Tom is the winner of a year's supply of Turtle Wax, and he will receive his prize just as soon as the Shopping Avenger figures out how much Turtle Wax actually constitutes a year's supply.","['Tom', 'is', 'the', 'winner', 'of', 'a', 'year', ""'s"", 'supply', 'of', 'Turtle', 'Wax', ',', 'and', 'he', 'will', 'receive', 'his', 'prize', 'just', 'as', 'soon', 'as', 'the', 'Shopping', 'Avenger', 'figures', 'out', 'how', 'much', 'Turtle', 'Wax', 'actually', 'constitutes', 'a', 'year', ""'s"", 'supply', '.']",532.0
3914,Sarawak pottery is ochre-colored with bold geometric designs.,"['Sarawak', 'pottery', 'is', 'ochre', '-', 'colored', 'with', 'bold', 'geometric', 'designs', '.']",3914.0
17588,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,"['yeah', 'i', 'know', 'because', 'uh', 'all', 'i', 'know', 'is', 'that', 'when', 'i', 'came', 'here', 'in', 'eighty', 'seven', 'they', 'still', 'had', 'uh', 'it', 'was', 'the', 'last', 'year', 'to', 'to', 'put', 'all', 'your', 'punch', 'cards', 'in']",17588.0
19337,People also have to be honest with each other on a project.,"['People', 'also', 'have', 'to', 'be', 'honest', 'with', 'each', 'other', 'on', 'a', 'project', '.']",19337.0
6487,He was in very good health.,"['He', 'was', 'in', 'very', 'good', 'health', '.']",6487.0
14664,He felt the off-hand dagger's weight in the small of his back.,"['He', 'felt', 'the', 'off', '-', 'hand', 'dagger', ""'s"", 'weight', 'in', 'the', 'small', 'of', 'his', 'back', '.']",14664.0
17524,But the real dirty work had already been done.,"['But', 'the', 'real', 'dirty', 'work', 'had', 'already', 'been', 'done', '.']",17524.0
17159,The man did not know he was a judge.,"['The', 'man', 'did', 'not', 'know', 'he', 'was', 'a', 'judge', '.']",17159.0
4156,"Ask Cook if she's missed any."" It occurred to me very forcibly at that moment that to harbour Miss Howard and Alfred Inglethorp under the same roof, and keep the peace between them, was likely to prove a Herculean task, and I did not envy John.","['Ask', 'Cook', 'if', 'she', ""'s"", 'missed', 'any', '.', '""', 'It', 'occurred', 'to', 'me', 'very', 'forcibly', 'at', 'that', 'moment', 'that', 'to', 'harbour', 'Miss', 'Howard', 'and', 'Alfred', 'Inglethorp', 'under', 'the', 'same', 'roof', ',', 'and', 'keep', 'the', 'peace', 'between', 'them', ',', 'was', 'likely', 'to', 'prove', 'a', 'Herculean', 'task', ',', 'and', 'I', 'did', 'not', 'envy', 'John', '.']",4156.0
10929,He is showing that they are wrong.,"['He', 'is', 'showing', 'that', 'they', 'are', 'wrong', '.']",10929.0
15760,oh wow no i just started about well five years ago i think,"['oh', 'wow', 'no', 'i', 'just', 'started', 'about', 'well', 'five', 'years', 'ago', 'i', 'think']",15760.0
3726,you want to punch the button and go,"['you', 'want', 'to', 'punch', 'the', 'button', 'and', 'go']",3726.0
17485,Mademoiselle Cynthia always took lots of sugar in her coffee.,"['Mademoiselle', 'Cynthia', 'always', 'took', 'lots', 'of', 'sugar', 'in', 'her', 'coffee', '.']",17485.0
12039,Goods and services are always sold in public.,"['Goods', 'and', 'services', 'are', 'always', 'sold', 'in', 'public', '.']",12039.0
1158,He took the wicked blade as well.,"['He', 'took', 'the', 'wicked', 'blade', 'as', 'well', '.']",1158.0
782,One opportunist who stayed was Octavius Decatur Gass.,"['One', 'opportunist', 'who', 'stayed', 'was', 'Octavius', 'Decatur', 'Gass', '.']",782.0
11680,And two- the personal pronoun problems were going to get serious.,"['And', 'two-', 'the', 'personal', 'pronoun', 'problems', 'were', 'going', 'to', 'get', 'serious', '.']",11680.0
4165,Excise taxes are an exception to the general rule and are actually decided on the basis of GDP share.,"['Excise', 'taxes', 'are', 'an', 'exception', 'to', 'the', 'general', 'rule', 'and', 'are', 'actually', 'decided', 'on', 'the', 'basis', 'of', 'GDP', 'share', '.']",4165.0
3419,I actually lay awake until two-fifteen in the morning.,"['I', 'actually', 'lay', 'awake', 'until', 'two', '-', 'fifteen', 'in', 'the', 'morning', '.']",3419.0
3862,and these comments were considered in formulating the interim rules.,"['and', 'these', 'comments', 'were', 'considered', 'in', 'formulating', 'the', 'interim', 'rules', '.']",3862.0
18410,A small page-boy was waiting outside her own door when she returned to it.,"['A', 'small', 'page', '-', 'boy', 'was', 'waiting', 'outside', 'her', 'own', 'door', 'when', 'she', 'returned', 'to', 'it', '.']",18410.0
7823,Accounting bad management,"['Accounting', 'bad', 'management']",7823.0
7595,His heels had hurt after clicking.,"['His', 'heels', 'had', 'hurt', 'after', 'clicking', '.']",7595.0
3078,"Two bronze lions, carrying out feng shui principles, guard its doors.","['Two', 'bronze', 'lions', ',', 'carrying', 'out', 'feng', 'shui', 'principles', ',', 'guard', 'its', 'doors', '.']",3078.0
10058,They're both excited about it ...,"['They', ""'re"", 'both', 'excited', 'about', 'it', '...']",10058.0
8376,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.","['As', 'he', 'stepped', 'across', 'the', 'threshold', ',', 'Tommy', 'brought', 'the', 'picture', 'down', 'with', 'terrific', 'force', 'on', 'his', 'head', '.']",8376.0
15936,course the head bangers i stay away from those entirely,"['course', 'the', 'head', 'bangers', 'i', 'stay', 'away', 'from', 'those', 'entirely']",15936.0
14716,Then I considered.,"['Then', 'I', 'considered', '.']",14716.0
17911,Programs in Michigan receive one-year grant terms.,"['Programs', 'in', 'Michigan', 'receive', 'one', '-', 'year', 'grant', 'terms', '.']",17911.0
6707,Don't use watermelons because they might explode!,"['Do', ""n't"", 'use', 'watermelons', 'because', 'they', 'might', 'explode', '!']",6707.0
17028,They consolidated programs to increase efficiency and deploy resources more effectively,"['They', 'consolidated', 'programs', 'to', 'increase', 'efficiency', 'and', 'deploy', 'resources', 'more', 'effectively']",17028.0
9363,"In the U.S., there is a person named Alan Tonelson.","['In', 'the', 'U.S.', ',', 'there', 'is', 'a', 'person', 'named', 'Alan', 'Tonelson', '.']",9363.0
15967,The CFO Council established a GPRA Implementation Committee.,"['The', 'CFO', 'Council', 'established', 'a', 'GPRA', 'Implementation', 'Committee', '.']",15967.0
15381,External validity is about testing conclusions on more individuals in order to confirm the initial hypothesis.,"['External', 'validity', 'is', 'about', 'testing', 'conclusions', 'on', 'more', 'individuals', 'in', 'order', 'to', 'confirm', 'the', 'initial', 'hypothesis', '.']",15381.0
8478,"It's just the beginning!""","['It', ""'s"", 'just', 'the', 'beginning', '!', '""']",8478.0
9543,The cathedral is unimpressive at night.,"['The', 'cathedral', 'is', 'unimpressive', 'at', 'night', '.']",9543.0
17112,"The most comfortable courses are in the cooler hill stations, notably Cameron Highlands and Fraser's Hill.","['The', 'most', 'comfortable', 'courses', 'are', 'in', 'the', 'cooler', 'hill', 'stations', ',', 'notably', 'Cameron', 'Highlands', 'and', 'Fraser', ""'s"", 'Hill', '.']",17112.0
11347,They volunteers were happy to help.,"['They', 'volunteers', 'were', 'happy', 'to', 'help', '.']",11347.0
7480,"But Japan was reluctant to sue for peace because the Allies were demanding unconditional surrender with no provision for maintaining the highly symbolic role of the emperor, still considered the embodiment of Japan's spirit and divine origins.","['But', 'Japan', 'was', 'reluctant', 'to', 'sue', 'for', 'peace', 'because', 'the', 'Allies', 'were', 'demanding', 'unconditional', 'surrender', 'with', 'no', 'provision', 'for', 'maintaining', 'the', 'highly', 'symbolic', 'role', 'of', 'the', 'emperor', ',', 'still', 'considered', 'the', 'embodiment', 'of', 'Japan', ""'s"", 'spirit', 'and', 'divine', 'origins', '.']",7480.0
2019,The pundits could not get enough of them.,"['The', 'pundits', 'could', 'not', 'get', 'enough', 'of', 'them', '.']",2019.0
6849,Only fishermen and their boats can be seen lining the beaches of Sainte-Anne.,"['Only', 'fishermen', 'and', 'their', 'boats', 'can', 'be', 'seen', 'lining', 'the', 'beaches', 'of', 'Sainte', '-', 'Anne', '.']",6849.0
7535,Absolutely nothing is a celebration.,"['Absolutely', 'nothing', 'is', 'a', 'celebration', '.']",7535.0
9306,"But you would not trust me.""","['But', 'you', 'would', 'not', 'trust', 'me', '.', '""']",9306.0
14152,Is there adequate information for judging generalizability?,"['Is', 'there', 'adequate', 'information', 'for', 'judging', 'generalizability', '?']",14152.0
9860,"Clearly, the press has done a lousy job with its focus on behavior such as infidelity or drug use that most people don't care about.","['Clearly', ',', 'the', 'press', 'has', 'done', 'a', 'lousy', 'job', 'with', 'its', 'focus', 'on', 'behavior', 'such', 'as', 'infidelity', 'or', 'drug', 'use', 'that', 'most', 'people', 'do', ""n't"", 'care', 'about', '.']",9860.0
