,Sentences,Corresponding_words,Unnamed: 0.1,Unnamed: 0
13529,That is not the reason I got it.,"[('That', 1), ('is', 1), ('not', 1), ('the', 1), ('reason', 1), ('I', 1), ('got', 1), ('it', 1), ('.', 1)]",9663.0,9663.0
13809,"She's going to step down from the court in the winter of 2002, after all those years.","[('She', 1), (""'s"", 1), ('going', 1), ('to', 1), ('step', 1), ('down', 1), ('from', 1), ('the', 2), ('court', 1), ('in', 1), ('winter', 1), ('of', 1), ('2002', 1), (',', 1), ('after', 1), ('all', 1), ('those', 1), ('years', 1), ('.', 1)]",19217.0,19217.0
630,"The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon's nephew, emerging triumphant.","[('The', 1), ('regime', 1), (""'s"", 2), ('response', 1), ('of', 1), ('ferocious', 1), ('repression', 1), ('plus', 1), ('numerous', 1), ('other', 1), ('ineptitudes', 1), ('led', 2), ('to', 1), ('a', 1), ('third', 1), ('revolution', 1), ('in', 1), ('1848', 1), (',', 3), ('with', 1), ('the', 1), ('Bonapartists', 1), ('by', 1), ('Napoleon', 1), ('nephew', 1), ('emerging', 1), ('triumphant', 1), ('.', 1)]",10232.0,10232.0
7589,The cathedral will be spotted midway along the path to the fortress at the summit.,"[('The', 1), ('cathedral', 1), ('will', 1), ('be', 1), ('spotted', 1), ('midway', 1), ('along', 1), ('the', 3), ('path', 1), ('to', 1), ('fortress', 1), ('at', 1), ('summit', 1), ('.', 1)]",269.0,269.0
12796,"It is, as you see, highly magnified.","[('It', 1), ('is', 1), (',', 2), ('as', 1), ('you', 1), ('see', 1), ('highly', 1), ('magnified', 1), ('.', 1)]",8630.0,8630.0
12127,"It doesn't seem expensive--they use it in Bangladesh, after all.","[('It', 1), ('does', 1), (""n't"", 1), ('seem', 1), ('expensive', 1), ('--', 1), ('they', 1), ('use', 1), ('it', 1), ('in', 1), ('Bangladesh', 1), (',', 1), ('after', 1), ('all', 1), ('.', 1)]",10062.0,10062.0
2751,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,"[('They', 1), ('drive', 1), ('it', 2), ('around', 1), ('the', 1), ('country', 1), ('in', 1), ('a', 1), ('dilapidated', 1), ('ice', 1), ('-', 1), ('cream', 1), ('truck', 1), ('trying', 1), ('to', 1), ('keep', 1), ('cool', 1), ('.', 1)]",18690.0,18690.0
2464,Citizens were thrilled about the new capital city.,"[('Citizens', 1), ('were', 1), ('thrilled', 1), ('about', 1), ('the', 1), ('new', 1), ('capital', 1), ('city', 1), ('.', 1)]",10123.0,10123.0
12164,hm oh is oh that's great uh-huh do you get the full benefits,"[('hm', 1), ('oh', 2), ('is', 1), ('that', 1), (""'s"", 1), ('great', 1), ('uh', 1), ('-', 1), ('huh', 1), ('do', 1), ('you', 1), ('get', 1), ('the', 1), ('full', 1), ('benefits', 1)]",8756.0,8756.0
453,yeah yeah seven percent or something it depends on where you're at some places in Dallas i guess it's like closer to eight and places like in Lewisville it's a lot closer to seven,"[('yeah', 2), ('seven', 2), ('percent', 1), ('or', 1), ('something', 1), ('it', 3), ('depends', 1), ('on', 1), ('where', 1), ('you', 1), (""'re"", 1), ('at', 1), ('some', 1), ('places', 2), ('in', 2), ('Dallas', 1), ('i', 1), ('guess', 1), (""'s"", 2), ('like', 2), ('closer', 2), ('to', 2), ('eight', 1), ('and', 1), ('Lewisville', 1), ('a', 1), ('lot', 1)]",14180.0,14180.0
6735,You've taken up the last 5 minutes.,"[('You', 1), (""'ve"", 1), ('taken', 1), ('up', 1), ('the', 1), ('last', 1), ('5', 1), ('minutes', 1), ('.', 1)]",18373.0,18373.0
9545,There was no gun.,"[('There', 1), ('was', 1), ('no', 1), ('gun', 1), ('.', 1)]",11153.0,11153.0
744,"Republican consultants agree that conservative candidates in the South, Southwest, Midwest, and Rocky Mountains will beg for Reed's talents and connections.","[('Republican', 1), ('consultants', 1), ('agree', 1), ('that', 1), ('conservative', 1), ('candidates', 1), ('in', 1), ('the', 1), ('South', 1), (',', 3), ('Southwest', 1), ('Midwest', 1), ('and', 2), ('Rocky', 1), ('Mountains', 1), ('will', 1), ('beg', 1), ('for', 1), ('Reed', 1), (""'s"", 1), ('talents', 1), ('connections', 1), ('.', 1)]",18516.0,18516.0
738,Neither arsenic nor strychnine would be effective on Emily.,"[('Neither', 1), ('arsenic', 1), ('nor', 1), ('strychnine', 1), ('would', 1), ('be', 1), ('effective', 1), ('on', 1), ('Emily', 1), ('.', 1)]",14799.0,14799.0
5993,The foundations were replaced.,"[('The', 1), ('foundations', 1), ('were', 1), ('replaced', 1), ('.', 1)]",19805.0,19805.0
9140,and uh the whole organization was targeting to replace whole life policies with a term life with annuity an annuity and uh,"[('and', 2), ('uh', 2), ('the', 1), ('whole', 2), ('organization', 1), ('was', 1), ('targeting', 1), ('to', 1), ('replace', 1), ('life', 2), ('policies', 1), ('with', 2), ('a', 1), ('term', 1), ('annuity', 2), ('an', 1)]",16836.0,16836.0
3886,Nobody will follow us when we leave the house this time.,"[('Nobody', 1), ('will', 1), ('follow', 1), ('us', 1), ('when', 1), ('we', 1), ('leave', 1), ('the', 1), ('house', 1), ('this', 1), ('time', 1), ('.', 1)]",9285.0,9285.0
10254,huh do you have your own kiln or do you do you,"[('huh', 1), ('do', 3), ('you', 3), ('have', 1), ('your', 1), ('own', 1), ('kiln', 1), ('or', 1)]",19268.0,19268.0
8227,"Restored in 1967, the beautiful exterior is complemented by the fine period furniture housed inside.","[('Restored', 1), ('in', 1), ('1967', 1), (',', 1), ('the', 2), ('beautiful', 1), ('exterior', 1), ('is', 1), ('complemented', 1), ('by', 1), ('fine', 1), ('period', 1), ('furniture', 1), ('housed', 1), ('inside', 1), ('.', 1)]",7518.0,7518.0
5685,The management of the cafe has established the rules for the use of their facility.,"[('The', 1), ('management', 1), ('of', 2), ('the', 3), ('cafe', 1), ('has', 1), ('established', 1), ('rules', 1), ('for', 1), ('use', 1), ('their', 1), ('facility', 1), ('.', 1)]",17092.0,17092.0
13619,"These aliens may seek legal assistance at any time during the year, although limited English ability and lack of knowledge of rights and procedures may provide obstacles to seeking and obtaining representation.","[('These', 1), ('aliens', 1), ('may', 2), ('seek', 1), ('legal', 1), ('assistance', 1), ('at', 1), ('any', 1), ('time', 1), ('during', 1), ('the', 1), ('year', 1), (',', 1), ('although', 1), ('limited', 1), ('English', 1), ('ability', 1), ('and', 3), ('lack', 1), ('of', 2), ('knowledge', 1), ('rights', 1), ('procedures', 1), ('provide', 1), ('obstacles', 1), ('to', 1), ('seeking', 1), ('obtaining', 1), ('representation', 1), ('.', 1)]",11166.0,11166.0
1821,oh constantly,"[('oh', 1), ('constantly', 1)]",13538.0,13538.0
7698,Microsoft is losing its dominance due to the emergence of Web-based applications.,"[('Microsoft', 1), ('is', 1), ('losing', 1), ('its', 1), ('dominance', 1), ('due', 1), ('to', 1), ('the', 1), ('emergence', 1), ('of', 1), ('Web', 1), ('-', 1), ('based', 1), ('applications', 1), ('.', 1)]",12367.0,12367.0
2539,The money saved will be used to grow the company internationally over the next 5 years.,"[('The', 1), ('money', 1), ('saved', 1), ('will', 1), ('be', 1), ('used', 1), ('to', 1), ('grow', 1), ('the', 2), ('company', 1), ('internationally', 1), ('over', 1), ('next', 1), ('5', 1), ('years', 1), ('.', 1)]",18801.0,18801.0
6719,"Under the default method, eighty percent of the total amount of sulfur dioxide allowances available for allocation each year will be allocated to Acid Rain Program units with coal as their primary or secondary fuel or residual oil as their primary fuel, listed in the Administrator's Emissions Scorecard 2000, Appendix B (2000 Data for SO2, NOx, CO2, Heat Input, and Other Parameters), Table B1 (All 2000 Data for All Units).","[('Under', 1), ('the', 3), ('default', 1), ('method', 1), (',', 8), ('eighty', 1), ('percent', 1), ('of', 2), ('total', 1), ('amount', 1), ('sulfur', 1), ('dioxide', 1), ('allowances', 1), ('available', 1), ('for', 3), ('allocation', 1), ('each', 1), ('year', 1), ('will', 1), ('be', 1), ('allocated', 1), ('to', 1), ('Acid', 1), ('Rain', 1), ('Program', 1), ('units', 1), ('with', 1), ('coal', 1), ('as', 2), ('their', 2), ('primary', 2), ('or', 2), ('secondary', 1), ('fuel', 2), ('residual', 1), ('oil', 1), ('listed', 1), ('in', 1), ('Administrator', 1), (""'s"", 1), ('Emissions', 1), ('Scorecard', 1), ('2000', 3), ('Appendix', 1), ('B', 1), ('(', 2), ('Data', 2), ('SO2', 1), ('NOx', 1), ('CO2', 1), ('Heat', 1), ('Input', 1), ('and', 1), ('Other', 1), ('Parameters', 1), (')', 2), ('Table', 1), ('B1', 1), ('All', 2), ('Units', 1), ('.', 1)]",6460.0,6460.0
1002,Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson.,"[('Also', 1), ('beyond', 1), ('city', 1), ('limits', 1), ('is', 1), ('the', 2), ('Legacy', 1), ('Golf', 1), ('Club', 1), ('in', 1), ('nearby', 1), ('suburb', 1), ('of', 1), ('Henderson', 1), ('.', 1)]",14936.0,14936.0
13325,They aren't breaking any promises if they decide to take their ball and go home.,"[('They', 1), ('are', 1), (""n't"", 1), ('breaking', 1), ('any', 1), ('promises', 1), ('if', 1), ('they', 1), ('decide', 1), ('to', 1), ('take', 1), ('their', 1), ('ball', 1), ('and', 1), ('go', 1), ('home', 1), ('.', 1)]",10574.0,10574.0
1956,"All invasions of privacy should be severely punished, because it will teach the criminals that it is not worth doing.","[('All', 1), ('invasions', 1), ('of', 1), ('privacy', 1), ('should', 1), ('be', 1), ('severely', 1), ('punished', 1), (',', 1), ('because', 1), ('it', 2), ('will', 1), ('teach', 1), ('the', 1), ('criminals', 1), ('that', 1), ('is', 1), ('not', 1), ('worth', 1), ('doing', 1), ('.', 1)]",121.0,121.0
9335,Tourist Information offices can be very helpful.,"[('Tourist', 1), ('Information', 1), ('offices', 1), ('can', 1), ('be', 1), ('very', 1), ('helpful', 1), ('.', 1)]",16176.0,16176.0
2025,"Tom refused to turn on his friend, even though he was slated to be executed.","[('Tom', 1), ('refused', 1), ('to', 2), ('turn', 1), ('on', 1), ('his', 1), ('friend', 1), (',', 1), ('even', 1), ('though', 1), ('he', 1), ('was', 1), ('slated', 1), ('be', 1), ('executed', 1), ('.', 1)]",12785.0,12785.0
6551,He seemed a trifle embarrassed.,"[('He', 1), ('seemed', 1), ('a', 1), ('trifle', 1), ('embarrassed', 1), ('.', 1)]",1080.0,1080.0
8310,"Don't take it to heart, lad, he said kindly.","[('Do', 1), (""n't"", 1), ('take', 1), ('it', 1), ('to', 1), ('heart', 1), (',', 2), ('lad', 1), ('he', 1), ('said', 1), ('kindly', 1), ('.', 1)]",13030.0,13030.0
11873,Yanomamo men who kill other men have better chances at getting more wives.,"[('Yanomamo', 1), ('men', 2), ('who', 1), ('kill', 1), ('other', 1), ('have', 1), ('better', 1), ('chances', 1), ('at', 1), ('getting', 1), ('more', 1), ('wives', 1), ('.', 1)]",16589.0,16589.0
4329,"Securities Act, 15 U.S.C is related to Regulation M.","[('Securities', 1), ('Act', 1), (',', 1), ('15', 1), ('U.S.C', 1), ('is', 1), ('related', 1), ('to', 1), ('Regulation', 1), ('M.', 1)]",13273.0,13273.0
10647,I found Steven E. Landsburg's piece Pay Scales in Black and White extremely unconvincing.,"[('I', 1), ('found', 1), ('Steven', 1), ('E.', 1), ('Landsburg', 1), (""'s"", 1), ('piece', 1), ('Pay', 1), ('Scales', 1), ('in', 1), ('Black', 1), ('and', 1), ('White', 1), ('extremely', 1), ('unconvincing', 1), ('.', 1)]",17996.0,17996.0
12731,"On the left of the entrance ramp is the open space once occupied by the Temple of Athena, close to which are the remains of the Pergamene library.","[('On', 1), ('the', 6), ('left', 1), ('of', 3), ('entrance', 1), ('ramp', 1), ('is', 1), ('open', 1), ('space', 1), ('once', 1), ('occupied', 1), ('by', 1), ('Temple', 1), ('Athena', 1), (',', 1), ('close', 1), ('to', 1), ('which', 1), ('are', 1), ('remains', 1), ('Pergamene', 1), ('library', 1), ('.', 1)]",8460.0,8460.0
8785,Expectations that the ANC would oversee land reform--returning land seized during apartheid's forced migrations--and wealth redistribution have not been met.,"[('Expectations', 1), ('that', 1), ('the', 1), ('ANC', 1), ('would', 1), ('oversee', 1), ('land', 2), ('reform', 1), ('--', 2), ('returning', 1), ('seized', 1), ('during', 1), ('apartheid', 1), (""'s"", 1), ('forced', 1), ('migrations', 1), ('and', 1), ('wealth', 1), ('redistribution', 1), ('have', 1), ('not', 1), ('been', 1), ('met', 1), ('.', 1)]",4420.0,4420.0
8813,no no not at all it,"[('no', 2), ('not', 1), ('at', 1), ('all', 1), ('it', 1)]",698.0,698.0
635,"This provides insight into the important Japanese concept of katachi (form), the rough equivalent of  It isn't what you do; it's the way that you do it.","[('This', 1), ('provides', 1), ('insight', 1), ('into', 1), ('the', 3), ('important', 1), ('Japanese', 1), ('concept', 1), ('of', 2), ('katachi', 1), ('(', 1), ('form', 1), (')', 1), (',', 1), ('rough', 1), ('equivalent', 1), (' ', 1), ('It', 1), ('is', 1), (""n't"", 1), ('what', 1), ('you', 2), ('do', 2), (';', 1), ('it', 2), (""'s"", 1), ('way', 1), ('that', 1), ('.', 1)]",16260.0,16260.0
12631,These gardens belong to the governor's mountain lodge.,"[('These', 1), ('gardens', 1), ('belong', 1), ('to', 1), ('the', 1), ('governor', 1), (""'s"", 1), ('mountain', 1), ('lodge', 1), ('.', 1)]",787.0,787.0
11293,Political cleansing did not happen.,"[('Political', 1), ('cleansing', 1), ('did', 1), ('not', 1), ('happen', 1), ('.', 1)]",5501.0,5501.0
13198,It is understandable because I have broken your trust numerous times.,"[('It', 1), ('is', 1), ('understandable', 1), ('because', 1), ('I', 1), ('have', 1), ('broken', 1), ('your', 1), ('trust', 1), ('numerous', 1), ('times', 1), ('.', 1)]",1895.0,1895.0
13817,17 An alternative to unaddressed mail would be to auction off the right to be a third bundle on specific days in specific post offices.,"[('17', 1), ('An', 1), ('alternative', 1), ('to', 3), ('unaddressed', 1), ('mail', 1), ('would', 1), ('be', 2), ('auction', 1), ('off', 1), ('the', 1), ('right', 1), ('a', 1), ('third', 1), ('bundle', 1), ('on', 1), ('specific', 2), ('days', 1), ('in', 1), ('post', 1), ('offices', 1), ('.', 1)]",5038.0,5038.0
13208,Vacco is a Senator from NY.,"[('Vacco', 1), ('is', 1), ('a', 1), ('Senator', 1), ('from', 1), ('NY', 1), ('.', 1)]",18603.0,18603.0
7258,yeah and crawl through it,"[('yeah', 1), ('and', 1), ('crawl', 1), ('through', 1), ('it', 1)]",17444.0,17444.0
12656,He generally reports very well on all kinds of things.,"[('He', 1), ('generally', 1), ('reports', 1), ('very', 1), ('well', 1), ('on', 1), ('all', 1), ('kinds', 1), ('of', 1), ('things', 1), ('.', 1)]",8003.0,8003.0
9358,Dave was paying the speaker lots of attention.,"[('Dave', 1), ('was', 1), ('paying', 1), ('the', 1), ('speaker', 1), ('lots', 1), ('of', 1), ('attention', 1), ('.', 1)]",3215.0,3215.0
3014,oh for heaven sakes for the drugs yeah uh-huh,"[('oh', 1), ('for', 2), ('heaven', 1), ('sakes', 1), ('the', 1), ('drugs', 1), ('yeah', 1), ('uh', 1), ('-', 1), ('huh', 1)]",7982.0,7982.0
8238,"It sounds perfect, said Jon.","[('It', 1), ('sounds', 1), ('perfect', 1), (',', 1), ('said', 1), ('Jon', 1), ('.', 1)]",6324.0,6324.0
11104,or yeah exactly and that's what i say you'll you'll be you'll be so much better off for it as you get older because you know a lot of kids resent things that parents tell them and and stuff but it's because you've been there,"[('or', 1), ('yeah', 1), ('exactly', 1), ('and', 3), ('that', 2), (""'s"", 2), ('what', 1), ('i', 1), ('say', 1), ('you', 6), (""'ll"", 3), ('be', 2), ('so', 1), ('much', 1), ('better', 1), ('off', 1), ('for', 1), ('it', 2), ('as', 1), ('get', 1), ('older', 1), ('because', 2), ('know', 1), ('a', 1), ('lot', 1), ('of', 1), ('kids', 1), ('resent', 1), ('things', 1), ('parents', 1), ('tell', 1), ('them', 1), ('stuff', 1), ('but', 1), (""'ve"", 1), ('been', 1), ('there', 1)]",8590.0,8590.0
8328,The islands are part of France now instead of just colonies.,"[('The', 1), ('islands', 1), ('are', 1), ('part', 1), ('of', 2), ('France', 1), ('now', 1), ('instead', 1), ('just', 1), ('colonies', 1), ('.', 1)]",195.0,195.0
6915,The pieces are unloaded and fed into sorting machines.,"[('The', 1), ('pieces', 1), ('are', 1), ('unloaded', 1), ('and', 1), ('fed', 1), ('into', 1), ('sorting', 1), ('machines', 1), ('.', 1)]",2192.0,2192.0
3208,oh yeah IBM uh i mean uh a lot of people use human factors folks but IBM is what i'm looking at right now,"[('oh', 1), ('yeah', 1), ('IBM', 2), ('uh', 2), ('i', 2), ('mean', 1), ('a', 1), ('lot', 1), ('of', 1), ('people', 1), ('use', 1), ('human', 1), ('factors', 1), ('folks', 1), ('but', 1), ('is', 1), ('what', 1), (""'m"", 1), ('looking', 1), ('at', 1), ('right', 1), ('now', 1)]",838.0,838.0
1704,"Look for these items in the picturesque open-air market of Sa Penya (Ibiza Town) or for a wider selection at the bustling, covered central market in the newer part of town (carrer d'Extremadura).","[('Look', 1), ('for', 2), ('these', 1), ('items', 1), ('in', 2), ('the', 3), ('picturesque', 1), ('open', 1), ('-', 1), ('air', 1), ('market', 2), ('of', 2), ('Sa', 1), ('Penya', 1), ('(', 2), ('Ibiza', 1), ('Town', 1), (')', 2), ('or', 1), ('a', 1), ('wider', 1), ('selection', 1), ('at', 1), ('bustling', 1), (',', 1), ('covered', 1), ('central', 1), ('newer', 1), ('part', 1), ('town', 1), ('carrer', 1), (""d'Extremadura"", 1), ('.', 1)]",1624.0,1624.0
9326,"(The employee was later rehired, and Bob denies the charge.)","[('(', 1), ('The', 1), ('employee', 1), ('was', 1), ('later', 1), ('rehired', 1), (',', 1), ('and', 1), ('Bob', 1), ('denies', 1), ('the', 1), ('charge', 1), ('.', 1), (')', 1)]",5952.0,5952.0
9380,oh i did and i laughed real hard when i took it in for the two thousand mile checkup and uh,"[('oh', 1), ('i', 3), ('did', 1), ('and', 2), ('laughed', 1), ('real', 1), ('hard', 1), ('when', 1), ('took', 1), ('it', 1), ('in', 1), ('for', 1), ('the', 1), ('two', 1), ('thousand', 1), ('mile', 1), ('checkup', 1), ('uh', 1)]",7900.0,7900.0
10433,"We were playing all sorts of sports, and you were not, so shut up and stop twitching,' the microbe's tone of voice changed, it was lower and more resounding.","[('We', 1), ('were', 2), ('playing', 1), ('all', 1), ('sorts', 1), ('of', 2), ('sports', 1), (',', 4), ('and', 3), ('you', 1), ('not', 1), ('so', 1), ('shut', 1), ('up', 1), ('stop', 1), ('twitching', 1), (""'"", 1), ('the', 1), ('microbe', 1), (""'s"", 1), ('tone', 1), ('voice', 1), ('changed', 1), ('it', 1), ('was', 1), ('lower', 1), ('more', 1), ('resounding', 1), ('.', 1)]",6686.0,6686.0
6647,Or anything else you wanted and couldn't keep against magic.,"[('Or', 1), ('anything', 1), ('else', 1), ('you', 1), ('wanted', 1), ('and', 1), ('could', 1), (""n't"", 1), ('keep', 1), ('against', 1), ('magic', 1), ('.', 1)]",13840.0,13840.0
13349,well in a way you can travel light,"[('well', 1), ('in', 1), ('a', 1), ('way', 1), ('you', 1), ('can', 1), ('travel', 1), ('light', 1)]",4126.0,4126.0
13098,The roommate was receiving instructions.,"[('The', 1), ('roommate', 1), ('was', 1), ('receiving', 1), ('instructions', 1), ('.', 1)]",16545.0,16545.0
1626,There were beads of perspiration on his brow.,"[('There', 1), ('were', 1), ('beads', 1), ('of', 1), ('perspiration', 1), ('on', 1), ('his', 1), ('brow', 1), ('.', 1)]",19452.0,19452.0
8823,The Meadows Mall is not appealing.,"[('The', 1), ('Meadows', 1), ('Mall', 1), ('is', 1), ('not', 1), ('appealing', 1), ('.', 1)]",9091.0,9091.0
8750,Clinton cleaned up the floor of an elementary school with a floor mop.,"[('Clinton', 1), ('cleaned', 1), ('up', 1), ('the', 1), ('floor', 2), ('of', 1), ('an', 1), ('elementary', 1), ('school', 1), ('with', 1), ('a', 1), ('mop', 1), ('.', 1)]",7853.0,7853.0
5708,There is not point in putting farming chemicals in the ground.,"[('There', 1), ('is', 1), ('not', 1), ('point', 1), ('in', 2), ('putting', 1), ('farming', 1), ('chemicals', 1), ('the', 1), ('ground', 1), ('.', 1)]",13079.0,13079.0
1624,uh whether one might conceive  no pun intended of the possibility that there might be a kind of a deliberate uh um,"[('uh', 2), ('whether', 1), ('one', 1), ('might', 2), ('conceive', 1), (' ', 1), ('no', 1), ('pun', 1), ('intended', 1), ('of', 2), ('the', 1), ('possibility', 1), ('that', 1), ('there', 1), ('be', 1), ('a', 2), ('kind', 1), ('deliberate', 1), ('um', 1)]",1264.0,1264.0
9090,well his knees were bothering him yeah,"[('well', 1), ('his', 1), ('knees', 1), ('were', 1), ('bothering', 1), ('him', 1), ('yeah', 1)]",13520.0,13520.0
11490,New people chose to donate to the cause,"[('New', 1), ('people', 1), ('chose', 1), ('to', 2), ('donate', 1), ('the', 1), ('cause', 1)]",125.0,125.0
132,"And really it's a great relief to think he's going, Hastings, continued my honest friend.","[('And', 1), ('really', 1), ('it', 1), (""'s"", 2), ('a', 1), ('great', 1), ('relief', 1), ('to', 1), ('think', 1), ('he', 1), ('going', 1), (',', 2), ('Hastings', 1), ('continued', 1), ('my', 1), ('honest', 1), ('friend', 1), ('.', 1)]",566.0,566.0
13900,The National Football League semifinals are set.,"[('The', 1), ('National', 1), ('Football', 1), ('League', 1), ('semifinals', 1), ('are', 1), ('set', 1), ('.', 1)]",14862.0,14862.0
12466,"In July 2009, there was personal communication between P. Croteau and Babcock Borsig Power.","[('In', 1), ('July', 1), ('2009', 1), (',', 1), ('there', 1), ('was', 1), ('personal', 1), ('communication', 1), ('between', 1), ('P.', 1), ('Croteau', 1), ('and', 1), ('Babcock', 1), ('Borsig', 1), ('Power', 1), ('.', 1)]",7743.0,7743.0
9851,"oh, does it? no way","[('oh', 1), (',', 1), ('does', 1), ('it', 1), ('?', 1), ('no', 1), ('way', 1)]",12277.0,12277.0
382,um-hum you mean when the reporter sticks the the microphone in the person says the face and says how do you feel that you house has burned to the ground,"[('um', 1), ('-', 1), ('hum', 1), ('you', 3), ('mean', 1), ('when', 1), ('the', 6), ('reporter', 1), ('sticks', 1), ('microphone', 1), ('in', 1), ('person', 1), ('says', 2), ('face', 1), ('and', 1), ('how', 1), ('do', 1), ('feel', 1), ('that', 1), ('house', 1), ('has', 1), ('burned', 1), ('to', 1), ('ground', 1)]",14904.0,14904.0
1140,The current account balance can be improved slightly.,"[('The', 1), ('current', 1), ('account', 1), ('balance', 1), ('can', 1), ('be', 1), ('improved', 1), ('slightly', 1), ('.', 1)]",7377.0,7377.0
5105,He does not know what it is.,"[('He', 1), ('does', 1), ('not', 1), ('know', 1), ('what', 1), ('it', 1), ('is', 1), ('.', 1)]",15043.0,15043.0
553,These men were driving in a blue Cadillac when they filed their final exams.,"[('These', 1), ('men', 1), ('were', 1), ('driving', 1), ('in', 1), ('a', 1), ('blue', 1), ('Cadillac', 1), ('when', 1), ('they', 1), ('filed', 1), ('their', 1), ('final', 1), ('exams', 1), ('.', 1)]",15777.0,15777.0
10488,Who are these sons of eggs?,"[('Who', 1), ('are', 1), ('these', 1), ('sons', 1), ('of', 1), ('eggs', 1), ('?', 1)]",2536.0,2536.0
198,Such parties may include,"[('Such', 1), ('parties', 1), ('may', 1), ('include', 1)]",7942.0,7942.0
11301,We do other activities together before the football game starts.,"[('We', 1), ('do', 1), ('other', 1), ('activities', 1), ('together', 1), ('before', 1), ('the', 1), ('football', 1), ('game', 1), ('starts', 1), ('.', 1)]",16631.0,16631.0
6979,It does not include the mail sent in response to advertising.,"[('It', 1), ('does', 1), ('not', 1), ('include', 1), ('the', 1), ('mail', 1), ('sent', 1), ('in', 1), ('response', 1), ('to', 1), ('advertising', 1), ('.', 1)]",17675.0,17675.0
4202,"Unrest and some political extremism have surfaced from time to time, but since aid from France is so vital, and French customs so ingrained, it seems almost inconceivable that the FWI will seek total independence as other Caribbean islands have done.","[('Unrest', 1), ('and', 2), ('some', 1), ('political', 1), ('extremism', 1), ('have', 2), ('surfaced', 1), ('from', 2), ('time', 2), ('to', 1), (',', 3), ('but', 1), ('since', 1), ('aid', 1), ('France', 1), ('is', 1), ('so', 2), ('vital', 1), ('French', 1), ('customs', 1), ('ingrained', 1), ('it', 1), ('seems', 1), ('almost', 1), ('inconceivable', 1), ('that', 1), ('the', 1), ('FWI', 1), ('will', 1), ('seek', 1), ('total', 1), ('independence', 1), ('as', 1), ('other', 1), ('Caribbean', 1), ('islands', 1), ('done', 1), ('.', 1)]",11400.0,11400.0
9632,The Tunnel of Eupalinos can be explored but it's not for the claustrophobic.,"[('The', 1), ('Tunnel', 1), ('of', 1), ('Eupalinos', 1), ('can', 1), ('be', 1), ('explored', 1), ('but', 1), ('it', 1), (""'s"", 1), ('not', 1), ('for', 1), ('the', 1), ('claustrophobic', 1), ('.', 1)]",342.0,342.0
5636,There was fighting over Singapore because it was so valuable to trade.,"[('There', 1), ('was', 2), ('fighting', 1), ('over', 1), ('Singapore', 1), ('because', 1), ('it', 1), ('so', 1), ('valuable', 1), ('to', 1), ('trade', 1), ('.', 1)]",17815.0,17815.0
12446,The iron gate was rusty and it was swinging.,"[('The', 1), ('iron', 1), ('gate', 1), ('was', 2), ('rusty', 1), ('and', 1), ('it', 1), ('swinging', 1), ('.', 1)]",2769.0,2769.0
4483,Brit  Now that would be a good debate!,"[('Brit', 1), (' ', 1), ('Now', 1), ('that', 1), ('would', 1), ('be', 1), ('a', 1), ('good', 1), ('debate', 1), ('!', 1)]",5446.0,5446.0
6286,"Dan Burton, in an appearance on Good Morning, America , said he had sent a letter to Attorney General Janet Reno urging her to have the FBI seize the Kuhn paperback immediately so it can be examined by its own labs.","[('Dan', 1), ('Burton', 1), (',', 3), ('in', 1), ('an', 1), ('appearance', 1), ('on', 1), ('Good', 1), ('Morning', 1), ('America', 1), ('said', 1), ('he', 1), ('had', 1), ('sent', 1), ('a', 1), ('letter', 1), ('to', 2), ('Attorney', 1), ('General', 1), ('Janet', 1), ('Reno', 1), ('urging', 1), ('her', 1), ('have', 1), ('the', 2), ('FBI', 1), ('seize', 1), ('Kuhn', 1), ('paperback', 1), ('immediately', 1), ('so', 1), ('it', 1), ('can', 1), ('be', 1), ('examined', 1), ('by', 1), ('its', 1), ('own', 1), ('labs', 1), ('.', 1)]",10394.0,10394.0
7912,I've put out non-controversial magazines with a small amount of strong opinions.,"[('I', 1), (""'ve"", 1), ('put', 1), ('out', 1), ('non', 1), ('-', 1), ('controversial', 1), ('magazines', 1), ('with', 1), ('a', 1), ('small', 1), ('amount', 1), ('of', 1), ('strong', 1), ('opinions', 1), ('.', 1)]",4973.0,4973.0
8399,The analyses comply with the informational requirements of the sections including the classes of small entities subject to the rule and alternatives considered to reduce the burden on the small entities.,"[('The', 1), ('analyses', 1), ('comply', 1), ('with', 1), ('the', 6), ('informational', 1), ('requirements', 1), ('of', 2), ('sections', 1), ('including', 1), ('classes', 1), ('small', 2), ('entities', 2), ('subject', 1), ('to', 2), ('rule', 1), ('and', 1), ('alternatives', 1), ('considered', 1), ('reduce', 1), ('burden', 1), ('on', 1), ('.', 1)]",2430.0,2430.0
10417,We still have three more weeks of counseling left even if everything seems positive.,"[('We', 1), ('still', 1), ('have', 1), ('three', 1), ('more', 1), ('weeks', 1), ('of', 1), ('counseling', 1), ('left', 1), ('even', 1), ('if', 1), ('everything', 1), ('seems', 1), ('positive', 1), ('.', 1)]",17795.0,17795.0
